date,season,fav_team,dog_team,spread,actual_margin,error,home,fav_rest,dog_rest,rest_diff_raw,rest_diff,anomalous
2024-01-23,2023-24,Oklahoma City Thunder,Portland Trail Blazers,13.5,2,-11.5,1,3,2,1,0.8833217753120666,0
2024-01-23,2023-24,Los Angeles Clippers,Los Angeles Lakers,9.5,11,1.5,1,2,2,0,-0.11667822468793343,0
2024-01-24,2023-24,Detroit Pistons,Charlotte Hornets,2.5,7,4.5,1,2,2,0,-0.11667822468793343,0
2024-01-24,2023-24,Minnesota Timberwolves,Washington Wizards,10.5,11,0.5,0,2,3,-1,-1.1166782246879334,0
2024-01-24,2023-24,Miami Heat,Memphis Grizzlies,11.5,-9,-20.5,1,3,2,1,0.8833217753120666,0
2024-01-24,2023-24,Milwaukee Bucks,Cleveland Cavaliers,6.5,10,3.5,1,2,2,0,-0.11667822468793343,0
2024-01-24,2023-24,Houston Rockets,Portland Trail Blazers,10.0,-6,-16.0,1,3,1,2,1.8833217753120666,0
2024-01-24,2023-24,Phoenix Suns,Dallas Mavericks,2.5,23,20.5,0,2,2,0,-0.11667822468793343,0
2024-01-24,2023-24,Oklahoma City Thunder,San Antonio Spurs,9.0,26,17.0,0,1,2,-1,-1.1166782246879334,0
2024-01-24,2023-24,Golden State Warriors,Atlanta Hawks,6.5,22,15.5,1,5,2,3,2.8833217753120666,0
2024-01-25,2023-24,Utah Jazz,Washington Wizards,7.5,15,7.5,0,2,1,1,0.8833217753120666,0
2024-01-25,2023-24,Philadelphia 76ers,Indiana Pacers,4.5,-12,-16.5,0,3,2,1,0.8833217753120666,0
2024-01-25,2023-24,Denver Nuggets,New York Knicks,2.5,-38,-40.5,0,2,2,0,-0.11667822468793343,0
2024-01-25,2023-24,Boston Celtics,Miami Heat,8.5,33,24.5,0,3,1,2,1.8833217753120666,0
2024-01-25,2023-24,Minnesota Timberwolves,Brooklyn Nets,4.0,2,-2.0,0,1,2,-1,-1.1166782246879334,0
2024-01-25,2023-24,Golden State Warriors,Sacramento Kings,0.5,-1,-1.5,1,1,3,-2,-2.1166782246879334,0
2024-01-25,2023-24,Los Angeles Lakers,Chicago Bulls,5.5,9,3.5,1,2,3,-1,-1.1166782246879334,0
2024-01-26,2023-24,Phoenix Suns,Indiana Pacers,4.5,-2,-6.5,0,2,1,1,0.8833217753120666,0
2024-01-26,2023-24,Houston Rockets,Charlotte Hornets,4.5,34,29.5,0,2,2,0,-0.11667822468793343,0
2024-01-26,2023-24,Atlanta Hawks,Dallas Mavericks,2.5,-5,-7.5,1,2,2,0,-0.11667822468793343,0
2024-01-26,2023-24,Los Angeles Clippers,Toronto Raptors,8.5,20,11.5,0,3,4,-1,-1.1166782246879334,0
2024-01-26,2023-24,Oklahoma City Thunder,New Orleans Pelicans,1.5,24,22.5,0,2,3,-1,-1.1166782246879334,0
2024-01-26,2023-24,Orlando Magic,Memphis Grizzlies,6.0,-1,-7.0,0,4,2,2,1.8833217753120666,0
2024-01-26,2023-24,Milwaukee Bucks,Cleveland Cavaliers,5.0,-12,-17.0,1,2,2,0,-0.11667822468793343,0
2024-01-26,2023-24,San Antonio Spurs,Portland Trail Blazers,5.0,16,11.0,1,2,2,0,-0.11667822468793343,0
2024-01-27,2023-24,Detroit Pistons,Washington Wizards,3.5,-14,-17.5,1,3,2,1,0.8833217753120666,0
2024-01-27,2023-24,New York Knicks,Miami Heat,5.0,16,11.0,1,2,2,0,-0.11667822468793343,0
2024-01-27,2023-24,Denver Nuggets,Philadelphia 76ers,13.0,6,-7.0,1,2,2,0,-0.11667822468793343,0
2024-01-27,2023-24,Brooklyn Nets,Houston Rockets,4.5,2,-2.5,1,2,1,1,0.8833217753120666,0
2024-01-27,2023-24,Utah Jazz,Charlotte Hornets,10.0,12,2.0,0,2,1,1,0.8833217753120666,0
2024-01-27,2023-24,Boston Celtics,Los Angeles Clippers,7.0,-19,-26.0,1,2,1,1,0.8833217753120666,0
2024-01-27,2023-24,Milwaukee Bucks,New Orleans Pelicans,3.5,24,20.5,1,1,1,0,-0.11667822468793343,0
2024-01-27,2023-24,Minnesota Timberwolves,San Antonio Spurs,10.5,-1,-11.5,0,2,1,1,0.8833217753120666,0
2024-01-27,2023-24,Golden State Warriors,Los Angeles Lakers,1.5,-1,-2.5,1,2,2,0,-0.11667822468793343,0
2024-01-27,2023-24,Sacramento Kings,Dallas Mavericks,4.0,5,1.0,0,2,1,1,0.8833217753120666,0
2024-01-28,2023-24,Oklahoma City Thunder,Detroit Pistons,12.5,-16,-28.5,0,2,1,1,0.8833217753120666,0
2024-01-28,2023-24,Indiana Pacers,Memphis Grizzlies,7.5,6,-1.5,1,2,2,0,-0.11667822468793343,0
2024-01-28,2023-24,Atlanta Hawks,Toronto Raptors,6.5,1,-5.5,1,2,2,0,-0.11667822468793343,0
2024-01-28,2023-24,Phoenix Suns,Orlando Magic,2.5,-15,-17.5,0,2,2,0,-0.11667822468793343,0
2024-01-28,2023-24,Chicago Bulls,Portland Trail Blazers,5.5,8,2.5,0,3,2,1,0.8833217753120666,0
2024-01-29,2023-24,New York Knicks,Charlotte Hornets,9.5,21,11.5,0,2,2,0,-0.11667822468793343,0
2024-01-29,2023-24,Los Angeles Clippers,Cleveland Cavaliers,1.5,-10,-11.5,0,2,3,-1,-1.1166782246879334,0
2024-01-29,2023-24,Utah Jazz,Brooklyn Nets,0.5,-33,-33.5,0,2,2,0,-0.11667822468793343,0
2024-01-29,2023-24,Boston Celtics,New Orleans Pelicans,9.5,6,-3.5,1,2,2,0,-0.11667822468793343,0
2024-01-29,2023-24,Miami Heat,Phoenix Suns,2.5,-13,-15.5,1,2,1,1,0.8833217753120666,0
2024-01-29,2023-24,Sacramento Kings,Memphis Grizzlies,11.0,9,-2.0,0,2,1,1,0.8833217753120666,0
2024-01-29,2023-24,Oklahoma City Thunder,Minnesota Timberwolves,2.5,-6,-8.5,1,1,2,-1,-1.1166782246879334,0
2024-01-29,2023-24,Los Angeles Lakers,Houston Rockets,1.0,-16,-17.0,0,2,2,0,-0.11667822468793343,0
2024-01-29,2023-24,San Antonio Spurs,Washington Wizards,3.5,-5,-8.5,1,2,2,0,-0.11667822468793343,0
2024-01-29,2023-24,Dallas Mavericks,Orlando Magic,3.5,2,-1.5,1,2,1,1,0.8833217753120666,0
2024-01-29,2023-24,Denver Nuggets,Milwaukee Bucks,3.5,6,2.5,1,2,2,0,-0.11667822468793343,0
2024-01-29,2023-24,Philadelphia 76ers,Portland Trail Blazers,5.5,-26,-31.5,0,2,1,1,0.8833217753120666,0
2024-01-30,2023-24,New York Knicks,Utah Jazz,3.0,15,12.0,1,1,1,0,-0.11667822468793343,0
2024-01-30,2023-24,Atlanta Hawks,Los Angeles Lakers,5.5,16,10.5,1,2,1,1,0.8833217753120666,0
2024-01-30,2023-24,Boston Celtics,Indiana Pacers,8.5,5,-3.5,1,1,2,-1,-1.1166782246879334,0
2024-01-30,2023-24,Chicago Bulls,Toronto Raptors,7.0,-11,-18.0,1,2,2,0,-0.11667822468793343,0
2024-01-30,2023-24,Golden State Warriors,Philadelphia 76ers,2.5,12,9.5,1,3,1,2,1.8833217753120666,0
2024-01-31,2023-24,Cleveland Cavaliers,Detroit Pistons,13.5,7,-6.5,1,2,3,-1,-1.1166782246879334,0
2024-01-31,2023-24,Chicago Bulls,Charlotte Hornets,6.5,7,0.5,0,1,2,-1,-1.1166782246879334,0
2024-01-31,2023-24,Los Angeles Clippers,Washington Wizards,10.5,16,5.5,0,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Miami Heat,Sacramento Kings,2.5,9,6.5,1,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Orlando Magic,San Antonio Spurs,6.5,10,3.5,0,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Houston Rockets,New Orleans Pelicans,1.0,-11,-12.0,1,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Minnesota Timberwolves,Dallas Mavericks,13.0,34,21.0,1,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Oklahoma City Thunder,Denver Nuggets,6.0,5,-1.0,1,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Phoenix Suns,Brooklyn Nets,3.5,16,12.5,0,2,2,0,-0.11667822468793343,0
2024-01-31,2023-24,Milwaukee Bucks,Portland Trail Blazers,10.5,-3,-13.5,0,2,2,0,-0.11667822468793343,0
2024-02-01,2023-24,New York Knicks,Indiana Pacers,2.0,4,2.0,1,2,2,0,-0.11667822468793343,0
2024-02-01,2023-24,Boston Celtics,Los Angeles Lakers,15.5,-9,-24.5,1,2,2,0,-0.11667822468793343,0
2024-02-01,2023-24,Cleveland Cavaliers,Memphis Grizzlies,8.5,7,-1.5,0,1,3,-2,-2.1166782246879334,0
2024-02-01,2023-24,Utah Jazz,Philadelphia 76ers,4.5,-3,-7.5,1,2,2,0,-0.11667822468793343,0
2024-02-02,2023-24,Los Angeles Clippers,Detroit Pistons,11.5,11,-0.5,0,2,2,0,-0.11667822468793343,0
2024-02-02,2023-24,Miami Heat,Washington Wizards,7.5,8,0.5,0,2,2,0,-0.11667822468793343,0
2024-02-02,2023-24,Sacramento Kings,Indiana Pacers,4.5,11,6.5,0,2,1,1,0.8833217753120666,0
2024-02-02,2023-24,Phoenix Suns,Atlanta Hawks,3.5,-9,-12.5,0,2,3,-1,-1.1166782246879334,0
2024-02-02,2023-24,Minnesota Timberwolves,Orlando Magic,7.0,-2,-9.0,1,2,2,0,-0.11667822468793343,0
2024-02-02,2023-24,New Orleans Pelicans,San Antonio Spurs,8.5,1,-7.5,0,2,2,0,-0.11667822468793343,0
2024-02-02,2023-24,Houston Rockets,Toronto Raptors,4.5,29,24.5,1,2,3,-1,-1.1166782246879334,0
2024-02-02,2023-24,Golden State Warriors,Memphis Grizzlies,7.5,20,12.5,0,3,1,2,1.8833217753120666,0
2024-02-02,2023-24,Oklahoma City Thunder,Charlotte Hornets,15.5,20,4.5,1,2,2,0,-0.11667822468793343,0
2024-02-02,2023-24,Denver Nuggets,Portland Trail Blazers,14.5,12,-2.5,1,2,2,0,-0.11667822468793343,0
2024-02-03,2023-24,Brooklyn Nets,Philadelphia 76ers,2.5,15,12.5,0,3,2,1,0.8833217753120666,0
2024-02-03,2023-24,Atlanta Hawks,Golden State Warriors,2.5,7,4.5,1,1,1,0,-0.11667822468793343,0
2024-02-03,2023-24,Chicago Bulls,Sacramento Kings,1.0,-8,-9.0,1,3,1,2,1.8833217753120666,0
2024-02-03,2023-24,Cleveland Cavaliers,San Antonio Spurs,10.5,16,5.5,0,2,1,1,0.8833217753120666,0
2024-02-03,2023-24,New York Knicks,Los Angeles Lakers,2.5,-8,-10.5,1,2,2,0,-0.11667822468793343,0
2024-02-03,2023-24,Milwaukee Bucks,Dallas Mavericks,4.5,12,7.5,0,3,3,0,-0.11667822468793343,0
2024-02-04,2023-24,Orlando Magic,Detroit Pistons,6.5,12,5.5,0,2,2,0,-0.11667822468793343,0
2024-02-04,2023-24,Phoenix Suns,Washington Wizards,11.0,28,17.0,0,2,2,0,-0.11667822468793343,0
2024-02-04,2023-24,Boston Celtics,Memphis Grizzlies,18.5,40,21.5,1,3,2,1,0.8833217753120666,0
2024-02-04,2023-24,Indiana Pacers,Charlotte Hornets,11.5,16,4.5,0,2,2,0,-0.11667822468793343,0
2024-02-04,2023-24,Los Angeles Clippers,Miami Heat,5.5,8,2.5,0,2,2,0,-0.11667822468793343,0
2024-02-04,2023-24,Minnesota Timberwolves,Houston Rockets,7.5,21,13.5,1,2,2,0,-0.11667822468793343,0
2024-02-04,2023-24,Oklahoma City Thunder,Toronto Raptors,8.5,8,-0.5,1,2,2,0,-0.11667822468793343,0
2024-02-04,2023-24,Utah Jazz,Milwaukee Bucks,2.5,15,12.5,1,3,1,2,1.8833217753120666,0
2024-02-04,2023-24,Denver Nuggets,Portland Trail Blazers,15.5,9,-6.5,1,2,2,0,-0.11667822468793343,0
2024-02-05,2023-24,Dallas Mavericks,Philadelphia 76ers,1.5,16,14.5,0,2,2,0,-0.11667822468793343,0
2024-02-05,2023-24,Los Angeles Lakers,Charlotte Hornets,13.5,6,-7.5,0,2,1,1,0.8833217753120666,0
2024-02-05,2023-24,Cleveland Cavaliers,Sacramento Kings,4.5,26,21.5,1,2,2,0,-0.11667822468793343,0
2024-02-05,2023-24,Los Angeles Clippers,Atlanta Hawks,4.5,5,0.5,0,1,2,-1,-1.1166782246879334,0
2024-02-05,2023-24,Golden State Warriors,Brooklyn Nets,1.0,11,10.0,0,2,2,0,-0.11667822468793343,0
2024-02-05,2023-24,New Orleans Pelicans,Toronto Raptors,10.5,38,27.5,1,3,1,2,1.8833217753120666,0
2024-02-06,2023-24,Indiana Pacers,Houston Rockets,8.5,3,-5.5,1,2,2,0,-0.11667822468793343,0
2024-02-06,2023-24,New York Knicks,Memphis Grizzlies,13.5,10,-3.5,1,3,2,1,0.8833217753120666,0
2024-02-06,2023-24,Miami Heat,Orlando Magic,3.5,26,22.5,1,2,2,0,-0.11667822468793343,0
2024-02-06,2023-24,Dallas Mavericks,Brooklyn Nets,2.5,12,9.5,0,1,1,0,-0.11667822468793343,0
2024-02-06,2023-24,Minnesota Timberwolves,Chicago Bulls,4.5,-6,-10.5,0,2,3,-1,-1.1166782246879334,0
2024-02-06,2023-24,Oklahoma City Thunder,Utah Jazz,3.5,-7,-10.5,0,2,2,0,-0.11667822468793343,0
2024-02-06,2023-24,Phoenix Suns,Milwaukee Bucks,5.5,8,2.5,1,2,2,0,-0.11667822468793343,0
2024-02-07,2023-24,Cleveland Cavaliers,Washington Wizards,11.5,8,-3.5,0,2,3,-1,-1.1166782246879334,0
2024-02-07,2023-24,Toronto Raptors,Charlotte Hornets,7.5,6,-1.5,0,2,2,0,-0.11667822468793343,0
2024-02-07,2023-24,Boston Celtics,Atlanta Hawks,11.5,8,-3.5,1,3,2,1,0.8833217753120666,0
2024-02-07,2023-24,Miami Heat,San Antonio Spurs,8.0,12,4.0,1,1,4,-3,-3.1166782246879334,0
2024-02-07,2023-24,Golden State Warriors,Philadelphia 76ers,3.0,23,20.0,0,2,2,0,-0.11667822468793343,0
2024-02-07,2023-24,Los Angeles Clippers,New Orleans Pelicans,5.5,-11,-16.5,1,2,2,0,-0.11667822468793343,0
2024-02-07,2023-24,Sacramento Kings,Detroit Pistons,13.5,-13,-26.5,1,2,3,-1,-1.1166782246879334,0
2024-02-08,2023-24,Orlando Magic,San Antonio Spurs,10.0,16,6.0,1,2,1,1,0.8833217753120666,0
2024-02-08,2023-24,Indiana Pacers,Golden State Warriors,5.5,-22,-27.5,1,2,1,1,0.8833217753120666,0
2024-02-08,2023-24,Cleveland Cavaliers,Brooklyn Nets,8.0,23,15.0,0,1,2,-1,-1.1166782246879334,0
2024-02-08,2023-24,Dallas Mavericks,New York Knicks,8.5,14,5.5,0,2,2,0,-0.11667822468793343,0
2024-02-08,2023-24,Minnesota Timberwolves,Milwaukee Bucks,2.0,24,22.0,0,2,2,0,-0.11667822468793343,0
2024-02-08,2023-24,Chicago Bulls,Memphis Grizzlies,5.5,8,2.5,0,2,2,0,-0.11667822468793343,0
2024-02-08,2023-24,Phoenix Suns,Utah Jazz,5.5,14,8.5,1,2,2,0,-0.11667822468793343,0
2024-02-08,2023-24,Denver Nuggets,Los Angeles Lakers,3.5,8,4.5,0,4,3,1,0.8833217753120666,0
2024-02-08,2023-24,Portland Trail Blazers,Detroit Pistons,4.5,-6,-10.5,1,4,1,3,2.8833217753120666,0
2024-02-09,2023-24,Atlanta Hawks,Philadelphia 76ers,5.5,6,0.5,0,2,2,0,-0.11667822468793343,0
2024-02-09,2023-24,Boston Celtics,Washington Wizards,18.5,4,-14.5,1,2,2,0,-0.11667822468793343,0
2024-02-09,2023-24,Toronto Raptors,Houston Rockets,2.5,3,0.5,1,2,3,-1,-1.1166782246879334,0
2024-02-09,2023-24,Milwaukee Bucks,Charlotte Hornets,16.0,36,20.0,1,1,2,-1,-1.1166782246879334,0
2024-02-09,2023-24,Sacramento Kings,Denver Nuggets,3.0,29,26.0,1,2,1,1,0.8833217753120666,0
2024-02-09,2023-24,New Orleans Pelicans,Los Angeles Lakers,2.0,-17,-19.0,0,2,1,1,0.8833217753120666,0
2024-02-10,2023-24,Oklahoma City Thunder,Dallas Mavericks,1.5,-35,-36.5,0,4,2,2,1.8833217753120666,0
2024-02-10,2023-24,Los Angeles Clippers,Detroit Pistons,17.5,6,-11.5,1,3,2,1,0.8833217753120666,0
2024-02-10,2023-24,Brooklyn Nets,San Antonio Spurs,6.0,20,14.0,1,2,2,0,-0.11667822468793343,0
2024-02-10,2023-24,Memphis Grizzlies,Charlotte Hornets,5.5,-9,-14.5,0,2,1,1,0.8833217753120666,0
2024-02-10,2023-24,Orlando Magic,Chicago Bulls,5.0,6,1.0,1,2,2,0,-0.11667822468793343,0
2024-02-10,2023-24,Philadelphia 76ers,Washington Wizards,5.5,6,0.5,0,1,1,0,-0.11667822468793343,0
2024-02-10,2023-24,Indiana Pacers,New York Knicks,3.0,14,11.0,0,2,2,0,-0.11667822468793343,0
2024-02-10,2023-24,Atlanta Hawks,Houston Rockets,7.5,9,1.5,1,1,1,0,-0.11667822468793343,0
2024-02-10,2023-24,Cleveland Cavaliers,Toronto Raptors,9.0,24,15.0,0,2,1,1,0.8833217753120666,0
2024-02-10,2023-24,Phoenix Suns,Golden State Warriors,1.5,-1,-2.5,0,2,2,0,-0.11667822468793343,0
2024-02-10,2023-24,New Orleans Pelicans,Portland Trail Blazers,8.5,9,0.5,0,1,2,-1,-1.1166782246879334,0
2024-02-11,2023-24,Boston Celtics,Miami Heat,8.0,4,-4.0,0,2,4,-2,-2.1166782246879334,0
2024-02-11,2023-24,Oklahoma City Thunder,Sacramento Kings,3.5,14,10.5,1,1,2,-1,-1.1166782246879334,0
2024-02-12,2023-24,Cleveland Cavaliers,Philadelphia 76ers,11.5,-2,-13.5,1,2,2,0,-0.11667822468793343,0
2024-02-12,2023-24,Indiana Pacers,Charlotte Hornets,9.5,-9,-18.5,0,2,2,0,-0.11667822468793343,0
2024-02-12,2023-24,Toronto Raptors,San Antonio Spurs,6.0,-23,-29.0,1,2,2,0,-0.11667822468793343,0
2024-02-12,2023-24,Atlanta Hawks,Chicago Bulls,5.5,-10,-15.5,1,2,2,0,-0.11667822468793343,0
2024-02-12,2023-24,Milwaukee Bucks,Denver Nuggets,1.0,17,16.0,1,3,3,0,-0.11667822468793343,0
2024-02-12,2023-24,New Orleans Pelicans,Memphis Grizzlies,9.5,9,-0.5,0,2,2,0,-0.11667822468793343,0
2024-02-12,2023-24,Dallas Mavericks,Washington Wizards,12.0,8,-4.0,1,2,2,0,-0.11667822468793343,0
2024-02-12,2023-24,Golden State Warriors,Utah Jazz,0.5,22,21.5,0,2,4,-2,-2.1166782246879334,0
2024-02-12,2023-24,Los Angeles Clippers,Minnesota Timberwolves,5.5,-21,-26.5,1,2,4,-2,-2.1166782246879334,0
2024-02-13,2023-24,Boston Celtics,Brooklyn Nets,8.0,8,0.0,0,2,3,-1,-1.1166782246879334,0
2024-02-13,2023-24,Oklahoma City Thunder,Orlando Magic,2.5,14,11.5,0,2,3,-1,-1.1166782246879334,0
2024-02-13,2023-24,Milwaukee Bucks,Miami Heat,7.5,-26,-33.5,1,1,2,-1,-1.1166782246879334,0
2024-02-13,2023-24,Minnesota Timberwolves,Portland Trail Blazers,8.5,12,3.5,0,1,3,-2,-2.1166782246879334,0
2024-02-13,2023-24,Phoenix Suns,Sacramento Kings,4.5,5,0.5,1,3,2,1,0.8833217753120666,0
2024-02-13,2023-24,Los Angeles Lakers,Detroit Pistons,11.5,14,2.5,1,4,3,1,0.8833217753120666,0
2024-02-14,2023-24,Philadelphia 76ers,Miami Heat,2.5,-5,-7.5,1,2,1,1,0.8833217753120666,0
2024-02-14,2023-24,Atlanta Hawks,Charlotte Hornets,6.5,-23,-29.5,0,2,2,0,-0.11667822468793343,0
2024-02-14,2023-24,Orlando Magic,New York Knicks,3.5,18,14.5,1,1,2,-1,-1.1166782246879334,0
2024-02-14,2023-24,Boston Celtics,Brooklyn Nets,11.5,50,38.5,1,1,1,0,-0.11667822468793343,0
2024-02-14,2023-24,Indiana Pacers,Toronto Raptors,2.5,2,-0.5,0,2,2,0,-0.11667822468793343,0
2024-02-14,2023-24,Cleveland Cavaliers,Chicago Bulls,9.5,3,-6.5,1,2,2,0,-0.11667822468793343,0
2024-02-14,2023-24,Memphis Grizzlies,Houston Rockets,1.5,8,6.5,1,2,2,0,-0.11667822468793343,0
2024-02-14,2023-24,New Orleans Pelicans,Washington Wizards,12.5,7,-5.5,1,2,2,0,-0.11667822468793343,0
2024-02-14,2023-24,Dallas Mavericks,San Antonio Spurs,11.5,23,11.5,1,2,2,0,-0.11667822468793343,0
2024-02-14,2023-24,Phoenix Suns,Detroit Pistons,13.5,16,2.5,1,1,1,0,-0.11667822468793343,0
2024-02-14,2023-24,Denver Nuggets,Sacramento Kings,5.5,-4,-9.5,1,2,1,1,0.8833217753120666,0
2024-02-14,2023-24,Utah Jazz,Los Angeles Lakers,4.5,-16,-20.5,1,2,1,1,0.8833217753120666,0
2024-02-14,2023-24,Golden State Warriors,Los Angeles Clippers,3.5,-5,-8.5,1,2,2,0,-0.11667822468793343,0
2024-02-29,2023-24,Milwaukee Bucks,Charlotte Hornets,11.5,12,0.5,0,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Orlando Magic,Utah Jazz,7.5,8,0.5,1,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Golden State Warriors,New York Knicks,3.5,11,7.5,0,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Brooklyn Nets,Atlanta Hawks,1.5,27,25.5,1,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Oklahoma City Thunder,San Antonio Spurs,11.5,-14,-25.5,0,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Phoenix Suns,Houston Rockets,8.5,5,-3.5,1,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Denver Nuggets,Miami Heat,6.5,6,-0.5,1,5,5,0,-0.11667822468793343,0
2024-02-29,2023-24,Los Angeles Lakers,Washington Wizards,10.5,3,-7.5,1,5,5,0,-0.11667822468793343,0
2024-03-01,2023-24,Cleveland Cavaliers,Detroit Pistons,6.5,10,3.5,0,5,5,0,-0.11667822468793343,0
2024-03-01,2023-24,Philadelphia 76ers,Charlotte Hornets,11.5,7,-4.5,1,5,1,4,3.8833217753120666,0
2024-03-01,2023-24,Golden State Warriors,Toronto Raptors,2.5,15,12.5,0,1,5,-4,-4.116678224687933,0
2024-03-01,2023-24,Boston Celtics,Dallas Mavericks,8.5,28,19.5,1,5,5,0,-0.11667822468793343,0
2024-03-01,2023-24,Memphis Grizzlies,Portland Trail Blazers,3.5,-30,-33.5,1,5,5,0,-0.11667822468793343,0
2024-03-01,2023-24,New Orleans Pelicans,Indiana Pacers,5.5,27,21.5,1,5,5,0,-0.11667822468793343,0
2024-03-01,2023-24,Minnesota Timberwolves,Sacramento Kings,8.5,-4,-12.5,1,5,5,0,-0.11667822468793343,0
2024-03-01,2023-24,Milwaukee Bucks,Chicago Bulls,4.0,16,12.0,0,1,5,-4,-4.116678224687933,0
2024-03-01,2023-24,Los Angeles Clippers,Washington Wizards,15.5,25,9.5,1,5,1,4,3.8833217753120666,0
2024-03-02,2023-24,Atlanta Hawks,Brooklyn Nets,1.0,-12,-13.0,0,2,2,0,-0.11667822468793343,0
2024-03-02,2023-24,Miami Heat,Utah Jazz,9.0,6,-3.0,1,2,2,0,-0.11667822468793343,0
2024-03-02,2023-24,Memphis Grizzlies,Portland Trail Blazers,1.5,-7,-8.5,1,1,1,0,-0.11667822468793343,0
2024-03-02,2023-24,Denver Nuggets,Los Angeles Lakers,1.0,10,9.0,0,2,2,0,-0.11667822468793343,0
2024-03-02,2023-24,Phoenix Suns,Houston Rockets,9.5,-9,-18.5,1,2,2,0,-0.11667822468793343,0
2024-03-03,2023-24,Dallas Mavericks,Philadelphia 76ers,7.5,-4,-11.5,1,2,2,0,-0.11667822468793343,0
2024-03-03,2023-24,Boston Celtics,Golden State Warriors,8.0,52,44.0,1,2,2,0,-0.11667822468793343,0
2024-03-03,2023-24,Minnesota Timberwolves,Los Angeles Clippers,2.5,-1,-3.5,1,2,2,0,-0.11667822468793343,0
2024-03-03,2023-24,Orlando Magic,Detroit Pistons,10.5,22,11.5,1,3,2,1,0.8833217753120666,0
2024-03-03,2023-24,Toronto Raptors,Charlotte Hornets,7.5,5,-2.5,1,2,2,0,-0.11667822468793343,0
2024-03-03,2023-24,Cleveland Cavaliers,New York Knicks,4.0,-9,-13.0,1,2,3,-1,-1.1166782246879334,0
2024-03-03,2023-24,Indiana Pacers,San Antonio Spurs,6.5,-12,-18.5,0,2,3,-1,-1.1166782246879334,0
2024-03-03,2023-24,Oklahoma City Thunder,Phoenix Suns,4.5,8,3.5,0,3,1,2,1.8833217753120666,0
2024-03-04,2023-24,Brooklyn Nets,Memphis Grizzlies,9.5,-4,-13.5,1,2,2,0,-0.11667822468793343,0
2024-03-04,2023-24,Minnesota Timberwolves,Portland Trail Blazers,15.0,5,-10.0,1,1,2,-1,-1.1166782246879334,0
2024-03-04,2023-24,Los Angeles Clippers,Milwaukee Bucks,3.0,-7,-10.0,0,1,3,-2,-2.1166782246879334,0
2024-03-04,2023-24,Utah Jazz,Washington Wizards,5.0,12,7.0,1,2,3,-1,-1.1166782246879334,0
2024-03-04,2023-24,Sacramento Kings,Chicago Bulls,6.5,-4,-10.5,1,3,3,0,-0.11667822468793343,0
2024-03-04,2023-24,Oklahoma City Thunder,Los Angeles Lakers,1.0,-12,-13.0,0,1,2,-1,-1.1166782246879334,0
2024-03-05,2023-24,Orlando Magic,Charlotte Hornets,8.5,12,3.5,0,2,2,0,-0.11667822468793343,0
2024-03-05,2023-24,Boston Celtics,Cleveland Cavaliers,8.5,-1,-9.5,0,2,2,0,-0.11667822468793343,0
2024-03-05,2023-24,New Orleans Pelicans,Toronto Raptors,8.5,41,32.5,0,4,2,2,1.8833217753120666,0
2024-03-05,2023-24,New York Knicks,Atlanta Hawks,1.0,-16,-17.0,1,2,3,-1,-1.1166782246879334,0
2024-03-05,2023-24,Miami Heat,Detroit Pistons,11.0,8,-3.0,1,3,2,1,0.8833217753120666,0
2024-03-05,2023-24,Philadelphia 76ers,Brooklyn Nets,0.5,-5,-5.5,0,2,1,1,0.8833217753120666,0
2024-03-05,2023-24,Houston Rockets,San Antonio Spurs,7.5,13,5.5,1,3,2,1,0.8833217753120666,0
2024-03-05,2023-24,Dallas Mavericks,Indiana Pacers,5.5,-17,-22.5,1,2,2,0,-0.11667822468793343,0
2024-03-05,2023-24,Denver Nuggets,Phoenix Suns,8.5,-10,-18.5,1,3,2,1,0.8833217753120666,0
2024-03-06,2023-24,Orlando Magic,Washington Wizards,6.5,10,3.5,0,1,2,-1,-1.1166782246879334,0
2024-03-06,2023-24,Atlanta Hawks,Cleveland Cavaliers,3.0,11,8.0,1,1,1,0,-0.11667822468793343,0
2024-03-06,2023-24,Philadelphia 76ers,Memphis Grizzlies,4.0,-6,-10.0,1,1,2,-1,-1.1166782246879334,0
2024-03-06,2023-24,Los Angeles Clippers,Houston Rockets,6.5,6,-0.5,0,2,1,1,0.8833217753120666,0
2024-03-06,2023-24,Chicago Bulls,Utah Jazz,4.0,2,-2.0,0,2,2,0,-0.11667822468793343,0
2024-03-06,2023-24,Oklahoma City Thunder,Portland Trail Blazers,14.5,8,-6.5,0,2,2,0,-0.11667822468793343,0
2024-03-06,2023-24,Golden State Warriors,Milwaukee Bucks,2.5,35,32.5,1,3,2,1,0.8833217753120666,0
